child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
STANCE-001-A04,STANCE-001,4,stance,The connected restraint shall supply no sustained support during STANCE-001 acceptance.,MUST,TEST-STANCE-001,Raw force and pose data,Feet support measured weight for 120 s and restraint has no sustained support,PASS only if executed TEST-STANCE-001 configuration-bound evidence demonstrates: The connected restraint shall supply no sustained support during STANCE-001 acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A01,STANCE-002,1,stance,HR-30C shall complete exactly 100 commanded bilateral weight shifts during STANCE-002 acceptance.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: HR-30C shall complete exactly 100 commanded bilateral weight shifts during STANCE-002 acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A02,STANCE-002,2,stance,Both feet shall remain in contact throughout each accepted STANCE-002 shift.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Both feet shall remain in contact throughout each accepted STANCE-002 shift.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A03,STANCE-002,3,stance,Each STANCE-002 shift shall remain within released force limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released force limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A04,STANCE-002,4,stance,Each STANCE-002 shift shall remain within released attitude limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released attitude limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A05,STANCE-002,5,stance,Each STANCE-002 shift shall remain within released joint-tracking limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released joint-tracking limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A06,STANCE-002,6,stance,Each STANCE-002 shift shall remain within released thermal limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released thermal limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A07,STANCE-002,7,stance,Each STANCE-002 shift shall remain within released current limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released current limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-002-A08,STANCE-002,8,stance,Each STANCE-002 shift shall remain within released control-deadline limits.,MUST,TEST-STANCE-002,Raw synchronized data and report,All 100 remain within every released limit,PASS only if executed TEST-STANCE-002 configuration-bound evidence demonstrates: Each STANCE-002 shift shall remain within released control-deadline limits.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A01,STANCE-003,1,stance,Loss of valid planner state during HR-30C stance shall produce the released restrained response.,MUST,TEST-STANCE-003,Raw traces and report,Each fault produces released response and latched restart-required state,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of valid planner state during HR-30C stance shall produce the released restrained response.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A02,STANCE-003,2,stance,Loss of sensor validity during HR-30C stance shall produce the released restrained response.,MUST,TEST-STANCE-003,Raw traces and report,Each fault produces released response and latched restart-required state,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of sensor validity during HR-30C stance shall produce the released restrained response.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A03,STANCE-003,3,stance,Loss of a required control deadline during HR-30C stance shall produce the released restrained response.,MUST,TEST-STANCE-003,Raw traces and report,Each fault produces released response and latched restart-required state,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of a required control deadline during HR-30C stance shall produce the released restrained response.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A04,STANCE-003,4,stance,Loss of supply health during HR-30C stance shall produce the released restrained response.,MUST,TEST-STANCE-003,Raw traces and report,Each fault produces released response and latched restart-required state,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Loss of supply health during HR-30C stance shall produce the released restrained response.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-003-A05,STANCE-003,5,stance,Each STANCE-003 response shall latch a restart-required fault.,MUST,TEST-STANCE-003,Raw traces and report,Each fault produces released response and latched restart-required state,PASS only if executed TEST-STANCE-003 configuration-bound evidence demonstrates: Each STANCE-003 response shall latch a restart-required fault.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A01,STANCE-004,1,stance,HR-30C powered-stance testing shall not begin until HR-30B acceptance is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until HR-30B acceptance is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A02,STANCE-004,2,stance,HR-30C powered-stance testing shall not begin until W0 actuator evidence is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until W0 actuator evidence is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A03,STANCE-004,3,stance,HR-30C powered-stance testing shall not begin until W1 joint evidence is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until W1 joint evidence is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A04,STANCE-004,4,stance,HR-30C powered-stance testing shall not begin until restraint proof is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until restraint proof is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A05,STANCE-004,5,stance,HR-30C powered-stance testing shall not begin until sensor calibration is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until sensor calibration is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
STANCE-004-A06,STANCE-004,6,stance,HR-30C powered-stance testing shall not begin until every enabled-axis qualification record is approved.,MUST,AUDIT-STANCE-001,Signed gate audit,All prerequisites approved before powered stance,PASS only if executed AUDIT-STANCE-001 configuration-bound evidence demonstrates: HR-30C powered-stance testing shall not begin until every enabled-axis qualification record is approved.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SYS-001-A01,SYS-001,1,system,HR-V0 shall be fixed to the accepted bench interface.,MUST,INSPECT-SYS-001,Inspection record,Exactly two arm axes one gripper axis and fixed bench mount,PASS only if executed INSPECT-SYS-001 configuration-bound evidence demonstrates: HR-V0 shall be fixed to the accepted bench interface.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
